GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,Italy ,Netherlands ,Norway ,Sweden ,Switzerland ,UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Serbia/Montenegro/Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (& Timor until '99),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,Turkey ,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,S. Tomé & P.,Senegal ,Seychelles,Sierra Leone,Somalia ,South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Zaire (Congo-Kinshasa),Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,World Total
1975,11646.40846,12440.78491,13621.12517,11441.30275,12957.20508,12040.6076,10741.8689,13373.62795,12271.31779,14575.00305,17224.01812,11847.08708,12190.65928,7316.274825,7721.513922,6517.204702,8346.301907,8356.528509,11492.5459,13169.83023,12488.61377,14316.26252,16283.63268,15891.65366,2289.472184,5830.80839,7399.328733,5804.765781,5807.869852,3761.370441,4836.457683,5377.250065,,,,,,,,,,,,,,,,,,,,,,,,,6134.712567,8122.497305,4187.382323,4273.292655,3620.601036,5158.34022,4325.977121,5417.018284,10471.64782,5085.017045,2515.914728,4396.00719,2404.286554,2111.320612,3459.406976,2503.697332,3411.844332,1034.804226,1731.909265,3844.876594,3128.880827,4195.540309,2218.793829,6946.214197,9117.804497,3009.080928,5638.574363,4710.44676,871.1810955,897.3360791,1496.539198,11343.78106,2033.297726,3161.701766,1958.71972,3521.573999,529.3060829,663.4244523,6990.536421,2648.422396,647.4806746,977.6668908,6430.213029,1527.447943,1589.214185,720.6330532,579.6081518,783.5835296,912.423907,2840.967343,709.9293405,2446.063758,1155.467196,3922.257373,5882.512089,4315.30502,10147.87112,2582.962025,18161.66463,3460.401795,4267.115204,34421.31852,11787.04212,5570.152063,3894.788718,25465.00183,1783.548209,2228.685259,5310.330308,1761.65505,2521.953389,1072.814251,969.3176775,1223.490389,669.5149488,534.8576891,1051.615203,524.7420653,781.7991411,555.2524444,804.0619885,2191.114392,1763.65376,2065.444501,1420.783035,1294.000713,609.6672388,9405.723,1049.605977,1246.927994,516.539238,925.0668815,941.8482627,714.9355165,1247.962857,5515.242415,1126.289608,586.1969029,616.2007683,961.9906073,3969.069216,1830.9669,1403.620118,3333.924753,658.8745739,1286.896158,805.6487627,1421.44669,1396.079411,3307.084852,1124.54612,1201.617047,4270.851175,910.0480884,2461.907646,600.2675316,1055.552819,2446.059069,779.8302604,760.631119,1040.743497,1401.810875,1423.782128,1395.368453,,4087.26878
1976,12201.0039,13122.31169,14466.36003,11358.40381,13466.38601,12683.84712,11385.27342,13884.9098,12930.00603,14824.98176,17170.31828,12114.95214,12699.86922,7302.497057,8104.555485,6814.197093,8599.269157,8900.000104,11955.1041,13558.83727,12648.28527,14902.39184,16975.08657,16550.03228,2298.636292,5981.85445,7461.159378,5790.654293,5895.404427,3916.767454,4939.1866,5469.105176,,,,,,,,,,,,,,,,,,,,,,,,,6363.172045,7965.20183,4469.619992,4347.025561,3713.288416,5243.767097,4270.606187,5601.537924,10929.3544,5239.9849,2647.029387,4506.098683,2438.618961,2198.205613,3686.717651,2532.375093,3578.582053,1107.208495,1850.56932,3563.814927,3186.281844,4161.830357,2312.799452,7092.899335,9847.476211,3112.384455,5715.281847,4855.788396,852.6708822,889.3580645,1590.860206,11668.9679,2152.307164,3476.408254,2091.366558,3918.405841,540.9567814,691.5743793,7905.710491,2910.316049,662.0018107,1005.779511,6797.19182,1546.338121,1617.313477,737.4476162,643.4067961,804.2767115,938.7082675,2840.921643,809.3476559,2468.287086,1215.991618,4313.157882,6691.351743,5023.093142,10071.30517,3096.424043,18166.05814,3522.524722,4597.170094,34611.32215,12105.72534,5975.643044,4137.781036,25598.04641,2002.662164,2284.169884,5781.397111,1816.021216,2608.239829,953.8205485,983.2775282,1381.491374,652.449148,565.7806701,1043.967646,520.3169261,794.8520296,535.3335492,691.5677437,2140.541242,1893.193634,2154.37003,1606.425465,1451.721102,610.8304191,12339.92689,1133.907566,1177.84081,556.0440846,901.9882581,943.4147851,814.3563166,1263.498516,6540.492694,1063.148374,591.1321974,683.6134501,1020.081594,4551.090839,1992.466537,1294.569514,3388.66054,647.937143,1384.583447,766.2806785,1496.863714,1487.430419,3582.722166,1070.185331,1166.410492,4267.089693,1044.143026,2471.767056,624.6733065,1026.255278,2569.223081,765.4708336,697.3443239,1070.913572,1357.055534,1532.851019,1450.019824,,4213.391921
1977,12766.71648,13189.94482,14655.4362,11354.52896,13912.70367,13071.90245,11668.15572,14176.86826,13424.93283,14559.98546,17635.29491,12383.61309,13022.52954,7795.470522,8255.161772,7165.669696,8833.063476,9414.598741,12261.9316,13546.37241,11989.00439,15222.68074,17566.50275,17068.91682,2308.691986,5896.163944,7743.525684,6126.097408,5949.379617,3966.388727,5249.530666,5612.109831,,,,,,,,,,,,,,,,,,,,,,,,,6454.464081,8304.381424,4565.360706,4700.084469,3793.264063,5293.273636,4156.947371,5628.690518,11250.88245,5356.506893,2691.095329,4768.890236,2520.238021,2249.754846,3809.796746,2612.673744,3766.984025,1096.397666,1979.225821,3450.923445,3349.254951,4096.634093,2503.515233,7422.355289,10296.34969,3221.634758,5767.555403,4970.657112,893.627147,936.6466877,1675.33835,12063.85498,2210.947131,3774.591064,2249.328598,4235.778667,529.4874651,720.3598889,8706.50348,3076.047336,667.5706063,1023.010265,7223.584054,1619.834261,1685.49126,669.2709026,717.4452769,820.6720846,967.9319372,2840.924405,818.1304499,2450.590983,1215.394953,4444.111703,6402.074553,4992.007914,9863.066833,3182.389972,16417.3486,3612.676714,4390.167272,28857.64436,13064.02466,5704.837246,4224.143102,26296.28774,2161.711604,2348.053892,5792.800997,1880.931754,2758.686938,940.8288574,1009.743588,1357.646463,683.5435147,621.5329843,1070.017637,517.7603542,837.7252106,484.7754401,624.4806596,1908.811279,1902.635579,1793.932475,1766.963585,1458.414428,613.3915835,9528.679074,1152.136051,1181.420557,557.3376127,823.4405302,990.9153408,936.0256691,1220.51379,6945.447157,1060.719161,602.8099993,720.1370267,989.0193072,4767.917978,2049.851657,1263.081962,3504.706414,681.6544653,1392.509439,779.2104208,1612.977557,1402.918222,3786.892495,1065.30178,1420.229161,4155.340231,1165.261539,2473.458115,623.3750647,1057.397973,2592.378101,757.1448642,681.2971573,989.7629571,1220.696987,1428.254274,1469.903941,,4309.226536
1978,12730.64231,13553.92331,14825.69319,11558.90086,14240.21098,13455.31991,12064.22964,14424.01868,13840.21049,14497.94587,17662.18697,12827.83485,13367.36539,8249.849125,8694.523486,7339.99534,9022.997022,9830.283442,12585.00422,13768.65096,12033.92507,15680.20036,18372.97212,17803.36144,2319.317993,6019.224748,7786.432962,6253.294666,6110.846791,4062.951243,5491.223113,5749.423411,,,,,,,,,,,,,,,,,,,,,,,,,6558.514953,7807.247683,4678.40658,5010.66067,4041.681329,5595.136853,4049.06692,5888.160166,11164.30729,5453.070057,2714.510295,4870.078778,2649.670522,2247.524906,3960.781004,2714.798324,3862.433029,1132.038065,2102.991001,3439.414052,3021.723525,4418.666667,2716.764898,7819.084995,11318.51672,3333.112515,5811.8526,5069.911552,977.9515042,965.5787037,1711.347832,12584.8783,2261.531544,4063.913126,2421.646007,4716.676419,551.3280737,755.9140008,9276.914837,3270.533309,681.8998759,1079.382846,7751.954453,1689.949093,1773.612094,704.1588926,810.384028,835.659056,997.0096074,2841.029548,805.6485132,2515.56358,1225.190149,4414.875887,5463.716059,5693.481963,10124.8881,3718.153273,16539.47147,3709.396532,4085.727026,29530.9815,12919.22499,5997.629443,4254.514985,22545.00216,2281.107102,2419.753086,5659.649187,1956.88443,3018.66102,960.2079152,1012.540697,1537.330179,746.1399515,599.7086034,1094.084264,566.5568755,830.6304032,471.9662662,626.9937366,1823.659622,2009.167583,1724.067726,1843.938085,1572.480562,596.5678872,6721.362365,1057.873168,1259.949516,560.8565192,915.4908457,1038.679735,1053.928366,1235.018754,6991.336721,1006.052212,637.1714683,690.617387,966.0398086,4863.293541,2068.846067,1235.049582,3658.166901,755.5452686,1271.970672,826.9470979,1667.282106,1305.911234,4008.884261,1048.179116,1389.036993,4174.073593,1107.760419,2462.165541,622.6108836,1137.995626,2700.491523,697.057318,623.1723664,967.2306571,1232.115448,1341.117072,1464.729368,,4422.311835
1979,13448.04406,13860.6514,15313.47717,12331.54728,14634.38252,13993.30073,12719.76456,14647.25379,14411.26215,14928.98481,18050.21068,13167.2832,13845.1681,8366.486551,8903.718354,7733.306186,9068.087985,10220.80975,13001.57981,14319.54181,12284.21103,16170.14528,18789.3937,18232.53066,2330.625451,6244.996615,7804.387469,6251.019434,5942.08551,4148.189492,5818.58304,5792.781947,,,,,,,,,,,,,,,,,,,,,,,,,6472.337564,8226.909848,4889.959284,5344.660999,4177.124885,5967.568432,4180.79758,6214.824983,10919.59055,5694.213169,2651.595716,4959.477173,2694.60307,2289.173305,4059.672539,2605.114623,3951.200739,1196.446007,2127.679043,3335.832678,2151.32378,4510.427529,2951.633568,8164.254654,11649.28748,3358.059031,5867.934059,5270.708574,1039.409497,895.3463855,1762.721798,13163.09713,2323.215739,4294.026749,2496.055976,4997.535534,560.5125,778.328486,9795.525083,3456.526273,682.8342378,1087.475072,8362.492133,1765.602826,1819.330314,688.8189291,830.6059815,856.1756488,1027.083849,2840.924948,795.030087,2639.386368,1227.136557,4221.968069,4816.966021,6755.60517,10514.77165,3919.128387,17674.75033,3506.387119,4043.998364,28737.04286,12842.66197,6009.851632,4133.003202,24801.7073,2342.054833,2486.619718,5611.856348,1998.482049,3192.183668,958.3813893,1062.73786,1612.524254,736.2784967,583.4365949,1119.625519,621.6389332,763.5800967,362.4782817,623.5429708,2042.585852,1968.614901,1687.38565,1929.825058,1540.901676,627.1583916,6659.248031,1190.641631,1209.96562,550.7931449,917.5859216,1035.826051,961.5959393,1255.138449,7565.112725,1074.982234,646.1437041,843.7609084,990.8418198,4942.904661,2121.932814,1214.667469,3702.900974,791.0725474,1320.48082,876.2674876,1808.200078,1353.961539,4615.051289,1086.832538,1180.577078,4231.645875,956.4447204,2421.230205,612.9540402,1177.909924,2811.393477,605.5247075,602.7491589,910.4499845,1210.663597,1259.903427,1490.700602,,4499.773896
1980,13759.179,14467.4412,15227.32556,12948.95842,14766.15859,14114.03043,13149.3818,14704.50055,15076.03294,15016.00481,18779.12288,12931.49128,14001.07442,8540.723317,8971.216504,8044.243081,9202.509792,10435.98162,13154.03393,14411.83916,12346.73438,16175.70639,18577.36665,18060.16296,2347.084121,6043.799907,7982.016037,6306.45505,5739.878092,4135.400013,6063.293551,5785.933433,,,,,,,,,,,,,,,,,,,,,,,,,6427.243661,8205.979887,5195.033328,5680.414863,4257.256581,6320.394056,4262.834905,6554.607509,10139.22774,5891.28528,2571.996608,4910.565937,2644.46971,2371.659451,4129.285289,2353.817694,4004.81203,1267.5,2061.764758,3121.406423,2154.120687,5082.142857,3300.68836,8182.517211,12380.41179,3387.795391,5935.27725,5437.924365,1061.052653,938.4418262,1869.991845,13427.72994,2375.570625,4114.101353,2554.259406,5259.894311,548.5610986,828.1856428,10502.85398,3656.764953,652.0859351,1160.619864,9057.956005,1829.838928,1862.979715,689.9746687,828.2495074,876.0585201,1057.519941,2841.06945,757.1599563,2521.510543,1205.427526,4388.246401,3973.515746,6377.487668,10984.25549,4479.919353,13270.94855,3523.754706,4071.913421,28771.2562,13217.07828,6507.873783,4021.601593,27709.37093,2290.454497,2528.455285,5397.604415,2028.654705,3151.825198,961.4300883,1127.970287,1764.587858,730.6346663,603.3705418,1191.602667,840.5445756,736.719208,340.7489534,643.4813685,2324.000564,2040.988334,1661.258849,2069.289934,1476.510591,648.1704873,6776.580524,1038.784778,1157.066266,558.4618085,754.3251409,1050.814348,1005.014748,1162.376224,7271.564724,1053.620165,630.3160757,732.9377478,1009.479482,4366.749154,2272.14974,1220.473989,3767.449572,810.1938804,1305.063141,952.0838728,2009.12077,1268.191248,4443.901248,1115.918219,1036.49659,4390.036716,931.4694535,2397.159679,600.9133769,1096.5361,2943.616835,571.8877799,598.2036182,910.5873451,1295.403271,1207.588742,1514.558119,,4511.738921
1981,13717.92325,14278.75442,15096.14626,13134.05684,14839.90686,14148.59832,13199.7017,14525.0799,15169.3848,14909.01442,18956.18206,12747.4263,13987.27323,8716.094558,8896.072194,8114.452686,9185.712621,10582.35564,13139.37771,14660.33561,12883.89396,16472.4498,18855.55487,18339.14084,2359.676337,6186.450815,7912.467947,6350.555215,5385.241122,4086.772718,6134.183655,5685.353318,,,,,,,,,,,,,,,,,,,,,,,,,6432.64022,7606.558514,4849.569814,5932.445916,4254.602241,6716.835077,4342.375509,6873.244382,9841.124259,5781.346063,2547.05671,4681.232859,2847.412601,2412.583503,4181.387281,2185.779521,3925.025626,1213.096139,2031.322909,3162.46068,2194.509281,5186.093047,3494.358036,8195.202916,12733.514,3414.057523,5974.698683,5355.051597,1110.193478,976.7080925,1956.552818,13754.45171,2396.319279,4301.861943,2653.739622,5488.699784,551.0208679,859.236686,11202.29965,3823.826323,637.0721356,1207.379855,9450.30465,1913.226288,1923.839106,763.5575629,815.5240526,891.225534,1114.796539,2841.001914,766.8660674,2473.13274,1224.555404,4313.128183,3692.589528,5041.070095,11357.33247,4502.434111,10290.08244,3362.051364,4522.977252,23404.61138,13420.94148,6891.286312,4086.503443,26635.27465,2363.185458,2573.481385,5242.15043,2079.591225,3131.141457,923.458342,1156.211722,1857.769884,744.42818,642.073254,1350.817335,904.3478049,728.4731817,344.8550811,664.135822,2724.871384,2034.419251,1673.599789,2075.588782,1423.956317,632.7196708,6541.060203,997.2603909,1141.960601,550.4783694,871.0630485,1033.401939,990.3194124,1155.332541,5648.439126,935.961155,579.9213457,696.6061551,1026.086413,4550.410332,2169.380256,1216.52135,3825.272913,800.6772128,1164.237087,981.7282577,1420.528188,1218.715394,4095.402073,1161.544786,1112.064233,4480.495496,920.1084518,2481.130988,577.3310482,998.0193306,3029.64903,579.3909874,595.9850543,936.0187604,1407.145808,1157.624228,1484.913516,,4523.443373
1982,13961.1093,14474.49414,15563.29758,13484.75315,15131.64084,14039.64084,13252.40243,14291.4933,15145.30141,15076.03604,18560.3991,12954.6474,14072.22266,8821.264368,8879.08625,8279.604246,9293.002637,10833.22155,13224.25514,14411.81902,12996.26982,15779.40552,18325.12026,17815.15225,2372.65099,6370.159042,8045.450807,6583.214688,5288.2434,4071.910202,6139.406856,5703.989122,,,,,,,,,,,,,,,,,,,,,,,,,6535.974592,7245.755199,4762.826673,5034.948175,4202.472508,6513.722942,4247.124856,5971.698113,9356.135288,5585.375534,2394.091408,4234.507399,2890.116724,2399.731948,4114.465356,2083.634552,3702.992983,1152.242695,1928.900478,3148.836819,2118.531004,5362.254902,3281.305638,7848.122035,11775.5102,3301.820872,5998.302026,5177.288355,1186.053719,985.4590395,1844.905154,14078.3704,2420.739988,4557.290342,2744.783846,5590.358172,545.0600108,889.0163932,11332.89011,3954.111751,699.1189501,1255.690565,9653.945953,1976.698482,1973.578096,832.6465772,852.4999582,898.8155335,1175.377214,2841.079408,810.9054402,2453.377055,1262.577162,4414.479548,4099.925452,4833.091918,11390.27379,4642.922902,8685.497178,3134.032988,4800.139148,18221.72117,12882.56646,6785.700074,4181.995418,22983.21122,2336.315059,2628.067967,5287.530667,2132.183775,3227.648329,862.0043582,1242.349043,1921.362384,742.1115168,625.4447475,1416.297091,917.1275357,722.3804649,346.5123532,674.4635218,2857.336768,1964.159953,1676.17516,2222.572946,1411.642725,614.8418082,6211.28735,1088.398609,1041.839652,549.2706716,902.7143647,1054.01999,1000.932488,1090.575516,5233.735856,893.0683296,567.3611392,645.6110632,983.7399875,4738.437663,2336.929104,1162.219518,3788.582088,772.3793388,1119.426393,1030.29258,1755.222548,1359.604314,3980.509109,1157.429453,1151.084463,4323.02728,1002.640132,2548.009245,568.1539079,927.5674178,2957.33253,610.1201752,576.8602281,877.337171,1404.565742,1117.504503,1485.70661,,4501.192723
1983,14393.94902,14473.91918,15966.22175,13766.87239,15245.11434,14328.8567,13391.45811,14483.25316,15635.7829,15337.01525,18559.85927,13404.46683,14319.50959,8739.726027,8865.786239,8254.659048,9477.80292,11024.4271,13444.87336,14238.92364,13184.469,16076.4133,18920.15639,18334.871,2386.501462,6237.074245,8147.204911,6525.412218,5497.596732,4026.587176,6157.495487,5759.247133,,,,,,,,,,,,,,,,,,,,,,,,,6687.238328,7387.053452,4498.143377,4810.228903,4175.224038,6087.574451,3594.104674,5583.138173,8745.421112,5303.025573,2249.263347,4229.954621,2945.450865,2449.885359,3921.8041,2076.019104,3504.381694,1140.819312,1852.190947,3210.414141,2167.880339,5292.167227,3093.164119,7796.971741,10654.18118,3223.353923,6029.239357,4934.433546,1257.743666,1042.79668,1878.380365,14306.87289,2407.105917,5006.965673,2847.492703,5978.721123,558.7304736,909.8559379,11796.78584,4095.84859,662.1246006,1302.632477,10298.36055,2050.497248,2040.910021,862.5476877,885.5658746,904.444482,1209.969618,2840.999465,836.4389887,2457.41924,1282.113202,4541.769108,4459.398304,4268.592266,11585.6664,4556.08091,8965.986168,3099.876659,5346.218779,14521.19306,10863.33495,6637.62711,4229.518567,20538.23764,2400.859703,2707.701637,5198.464078,2191.012663,3288.601712,808.0894575,1152.381695,2143.931868,715.3398739,629.5752553,1471.165567,989.5669182,660.9296117,381.6009215,683.0201938,2913.038276,1819.52671,1642.672515,2321.845538,1395.300707,627.281332,6104.977576,926.2917323,933.0391735,544.4817603,810.5606366,1020.790587,892.4695778,1051.965299,4967.95695,874.8218669,573.0651586,662.6401939,1009.428271,4708.452508,2261.659825,1063.252561,3576.76092,740.2125353,1022.618126,1057.366494,1567.631388,1350.737558,3878.570369,1117.249768,1014.584021,4111.882909,958.2988178,2474.17761,549.1748779,847.1694416,3039.114494,636.3118906,570.0878501,827.9174688,1374.309692,1107.889491,1450.397326,,4541.033318
1984,14439.38231,14832.62813,16675.92988,14106.71664,15381.92938,14783.18363,13719.271,14899.69988,16512.69986,15804.00624,19037.82786,13720.05724,14662.19753,9055.539813,9066.801629,8088.808258,9570.975429,11522.90319,13742.85127,15062.41135,13666.46452,16835.82473,20122.6671,19466.62445,2400.087877,6430.410796,8319.450689,6709.614676,5650.481671,4177.946748,6278.930976,5908.775086,,,,,,,,,,,,,,,,,,,,,,,,,6709.003473,7425.854256,4643.22675,5010.888421,4228.65686,6162.455375,3675.661459,5487.034574,8623.034425,5395.783163,2234.03247,4431.910064,3022.458392,2402.915732,3974.810751,2091.492497,3431.02981,1123.159785,1859.477231,3174.168159,2073.670724,5163.918983,3100.056054,8282.595088,11092.38666,3255.121766,6061.026539,5015.975762,1395.859475,1059.596752,1965.666715,14772.58696,2176.406259,5374.622581,2961.266818,6521.196744,575.8663037,936.2600536,12845.7363,4307.534332,708.1990772,1321.405322,10937.93344,2125.003216,2137.345324,846.7450474,925.6861359,910.8939902,1246.973503,2841.009013,890.9663449,2429.431644,1309.069438,4556.698389,4360.768661,4135.685108,11483.92513,4766.558906,9023.901232,3164.646087,5975.936138,12769.34481,10252.92563,6143.034846,4366.736088,20159.51161,2422.292952,2785.630841,5141.402834,2278.397739,3363.257366,790.1969889,1206.182104,2300.208859,708.4276774,614.3653681,1537.447996,1011.13472,686.0060955,385.4592896,687.1805811,3008.132416,1696.365883,1801.628909,2389.617921,1678.124315,599.7818505,6141.947254,871.0802278,959.984758,535.1139513,824.4252898,1000.304469,944.2337457,1012.367759,4397.062556,818.7704684,580.314908,679.9264051,915.7092411,4881.584887,2293.822237,1022.405641,3425.462137,600.3234114,958.4839418,983.0767704,1406.169691,1248.189531,3989.031899,1108.279214,1014.195194,4185.839297,881.1241926,2437.122696,546.3606623,842.3530952,3067.668022,563.4667954,585.1628433,796.4786376,1296.896307,1128.730752,1439.698272,,4668.17452
1985,14752.42124,14977.37924,17384.11648,14522.06269,15530.27084,15139.76196,14096.24314,15282.87851,17319.67816,16048.98204,19586.45717,14164.54611,15008.38476,9305.932203,9315.695166,8305.992245,9721.770575,11854.93996,14060.11005,15638.35616,13664.25993,17582.06895,20717.32296,20066.38869,2412.648828,6225.903062,8367.152164,6556.561512,5660.398915,4158.593716,6296.551424,5886.63378,,,,,,,,,,,,,,,,,,,,,,,,,6708.457079,6834.930882,4913.962528,5029.554167,4271.749361,6194.114741,3666.066282,5559.760956,8521.42511,5461.370135,2180.815797,4340.330311,3049.274786,2291.895281,4035.68263,2105.111504,3319.746735,1104.28043,1874.150316,3020.289375,1944.218113,5295.202952,3131.227879,8373.185228,10459.20942,3223.896218,6097.187261,5063.853202,1519.15341,1078.601325,1971.531142,15331.25084,1966.755962,5670.391609,3050.106785,6761.959474,580.0966255,945.0656808,12763.27847,4156.68804,733.0123955,1399.245305,10709.85568,2185.61648,2218.196089,818.9504214,965.7228475,918.4699969,1282.171577,2840.961355,923.2512475,2467.959243,1326.954192,4374.044213,4298.862291,3932.39532,11672.33721,4754.364693,8164.614113,3244.867364,6544.950159,10388.31464,9047.565456,6290.410603,4485.439177,18545.88425,2331.894345,2856.982614,5046.401617,2348.856978,3431.032706,779.3311517,1257.384591,2386.820353,780.3732752,671.5739477,1621.748955,1081.393653,673.1212509,466.0443005,690.3145655,2787.063103,1716.299703,1758.414457,2470.883263,1399.164806,551.5628989,5817.69896,770.4147068,978.4302445,519.151004,849.9146105,1005.814871,953.0284065,969.1745403,3953.015463,813.2135916,606.4971548,683.1814457,920.5935641,5179.065113,2373.902724,920.3521784,3340.965345,596.1731719,1016.643819,1000.072533,1487.474893,1255.004069,4324.483267,1054.213528,1055.347037,4006.485227,798.7511342,2497.287038,529.084873,851.3907415,3161.25919,555.7827342,570.1072125,783.6337608,1335.204255,1147.895461,1443.744673,,4748.02239
1986,15080.78098,15195.40043,17993.24055,14819.45896,15833.03658,15469.01416,14495.83003,15617.07056,17882.07024,16442.05496,19786.3397,14741.81575,15394.91841,9264.793108,9440.006753,8641.006212,9997.996257,12377.36931,14422.53721,15757.16981,13879.67674,17862.10397,21236.08546,20536.65601,2427.97915,6379.662904,8507.219289,6699.265635,5796.523615,4214.955714,6521.668438,6021.230106,,,,,,,,,,,,,,,,,,,,,,,,,6922.546201,7223.791941,5201.660532,5227.418854,4435.657895,5834.278719,3946.008562,6014.846585,8724.504032,5588.223691,2074.039743,4446.017808,3027.799685,2310.418904,4047.700682,2089.236894,3222.378517,1081.533944,1824.424141,3064.331593,1861.82598,5360.307414,3037.820682,8973.712559,9956.953642,3215.01865,6139.572665,5165.515014,1597.005971,1101.154345,2050.64376,15679.38106,1983.088925,6262.968894,3170.260142,7477.343265,591.6024725,918.600771,13959.74369,4104.507173,744.8442591,1444.373434,10899.72652,2262.75435,2291.395522,877.6639891,989.9578321,920.5775262,1364.241869,2840.917414,928.6484633,2522.343761,1342.747231,4316.065771,3753.570519,3758.941195,12020.35002,5001.976325,8474.74686,3101.462444,6442.141061,8081.248829,8090.989421,5772.323045,4695.271324,13769.84729,2310.555185,2943.783784,4798.931281,2402.850067,3301.181536,694.1870513,1246.330113,2485.384965,878.2966677,683.8814789,1682.93232,1094.144822,669.7157469,434.1989183,690.2948549,2519.062787,1704.826733,1716.664878,2460.259514,1420.646124,576.8724048,5356.215684,783.3542275,988.342113,515.6700815,824.1167273,1040.288875,948.0862914,967.7741648,3585.582848,795.2195224,586.6180714,713.5384299,950.1245954,5657.749872,2494.588631,928.1964604,3343.654488,608.3890213,1009.61585,1024.714069,1471.091661,1274.401829,4372.185345,994.5833707,1050.793255,3911.738833,807.4610149,2494.147318,530.0256835,847.4082866,3036.656987,538.2187189,579.0785677,761.6323659,1321.649972,1166.052472,1434.934808,,4832.772634
